-0.0005,-0.0005
-0.0005,-0.000333333
-0.0005,-0.000166667
-0.0005,0
-0.0005,0.000166667
-0.0005,0.000333333
-0.0005,0.0005
-0.000333333,-0.0005
-0.000333333,-0.000333333
-0.000333333,-0.000166667
-0.000333333,0
-0.000333333,0.000166667
-0.000333333,0.000333333
-0.000333333,0.0005
-0.000166667,-0.0005
-0.000166667,-0.000333333
-0.000166667,-0.000166667
-0.000166667,0
-0.000166667,0.000166667
-0.000166667,0.000333333
-0.000166667,0.0005
0,-0.0005
0,-0.000333333
0,-0.000166667
0,0
0,0.000166667
0,0.000333333
0,0.0005
0.000166667,-0.0005
0.000166667,-0.000333333
0.000166667,-0.000166667
0.000166667,0
0.000166667,0.000166667
0.000166667,0.000333333
0.000166667,0.0005
0.000333333,-0.0005
0.000333333,-0.000333333
0.000333333,-0.000166667
0.000333333,0
0.000333333,0.000166667
0.000333333,0.000333333
0.000333333,0.0005
0.0005,-0.0005
0.0005,-0.000333333
0.0005,-0.000166667
0.0005,0
0.0005,0.000166667
0.0005,0.000333333
0.0005,0.0005
